"categories","name","address","city","tel","fax","link","lat","lng"
"6","Point Vert QUINTIN - LE FOEIL","Rond Point Volozen","22800 LE FOEIL","Téléphone : 02.96.74.87.21","Fax : 02.96.79.64.85","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-quintin-foeil/","48.428626","-2.915550199999984"
"6","Point Vert POULDREUZIC","Pencleuziou","29720 PLOVAN","Téléphone : 02.98.54.36.37","Fax : 02.98.51.55.87","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pouldreuzic/","47.951124","-4.356462"
"6","Point Vert PORDIC","27  Rue Connen de Prépéan","22590 PORDIC","Téléphone : 02.96.79.04.63","Fax : 02.96.79.40.38","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pordic/","48.5709883","-2.8253929999999627"
"6","Point Vert PONTRIEUX","Zone industrielle","22260 PONTRIEUX","Téléphone : 02.96.95.69.21","Fax : 02.96.95.14.82","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pontrieux/","48.69741905364435","-3.159513473510742"
"6","Point Vert PLOUNEVEZ MOEDEC","Beg Ar Ch'a","22810 PLOUNEVEZ MOEDEC","Téléphone : 02.96.38.66.67","Fax : 02.96.54.71.56","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plounevez-moedec/","48.562045","-3.4998199999999997"
"6","Point Vert PLOUGONVEN","1  rue Ker Etienne","29640 PLOUGONVEN","Téléphone : 02.98.78.61.21","Fax : 02.98.78.65.46","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plougonven/","48.523460570208364","-3.717052042358432"
"6","Point Vert PLOUGASNOU","L'Oratoire","29630 PLOUGASNOU","Téléphone : 02.98.67.30.10","Fax : 02.98.67.84.87","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plougasnou/","48.6957957","-3.7890625999999656"
"6","Point Vert PLOUFRAGAN","Les Châtelets","22440 PLOUFRAGAN","Téléphone : 02.96.94.18.63","Fax : 02.96.94.31.46","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-ploufragan/","48.472704","-2.819307999999978"
"6","Point Vert PLOUESCAT","La Rocade","29430 PLOUESCAT","Téléphone : 02.98.69.62.34","Fax : 02.98.69.88.74","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plouescat/","48.652063433784015","-4.184718132019043"
"6","Point Vert MAURE DE BRETAGNE","7 bis Av. de L'HIppodrome","35330 MAURE DE BRETAGNE","Téléphone : 02.99.34.92.11","Fax : 02.99.34.81.23","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-maure-de-bretagne/","47.8903497","-1.9936658999999963"
"6","Point Vert LOCMARIA PLOUZANE","Rte de Plouzané","29280 LOCMARIA PLOUZANE","Téléphone : 02.98.48.41.05","Fax : 02.98.48.93.91","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-locmaria-plouzane/","48.3775501","-4.639486300000044"
"7","Point Vert Le Jardin TREGUNC","Beg Postillon","29910 TREGUNC","Téléphone : 02.98.97.62.32","Fax : 02.98.50.24.76","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-tregunc/","47.85297145560066","-3.8112576928100452"
"8","Magasin Vert ST POL DE LEON","Kervent","29250 ST POL DE LEON","Téléphone : 02.98.69.00.31","Fax : 02.98.29.12.15","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-st-pol-de-leon/","48.67627599999999","-4.000817999999981"
"7","Point Vert Le Jardin SAINT AVE","Rue Marcel Dassault","56890 SAINT AVE","Téléphone : 02.97.44.44.44","Fax : 02.97.44.53.69","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-saint-ave/","47.6796195","-2.7352094000000307"
"7","Point Vert Le Jardin ROSTRENEN","2  Rue de Chateaubriand","22110 ROSTRENEN","Téléphone : 02.96.29.00.49","Fax : 02.96.29.10.67","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-rostrenen/","48.237390720795986","-3.3124050727080885"
"7","Point Vert Le Jardin ROSPORDEN","Rue E. Renan","29140 ROSPORDEN","Téléphone : 02.98.59.20.59","Fax : 02.98.66.90.03","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-rosporden/","47.961105882316616","-3.833279013633728"
"7","Point Vert Le Jardin RIEUX","ZA Aucfer","56350 RIEUX","Téléphone : 02.99.72.38.23","Fax : 02.99.72.46.95","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-rieux/","47.633073","-2.1059890000000223"
"7","Point Vert Le Jardin QUEVEN","9, Kercoat - Le Ménéguen","56530 QUEVEN","Téléphone : 02.97.05.32.41","Fax : 02.97.80.15.65","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-queven/","47.78155899999999","-3.440810000000056"
"7","Point Vert Le Jardin QUESTEMBERT","1  rue des Pavots   PA des Hibiscus","56230 QUESTEMBERT","Téléphone : 02.97.26.62.85","Fax : 02.97.26.53.79","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-questembert/","47.661789","-2.450218"
"7","Point Vert Le Jardin PONT CROIX","BP 28  Z.A. de Lannéon","29790 PONT CROIX","Téléphone : 02.98.70.45.77","Fax : 02.98.70.57.41","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-pont-croix/","48.041391","-4.502221999999961"
"7","Point Vert Le Jardin PLOUDALMEZEAU","ZA.de St Roch","29830 PLOUDALMEZEAU","Téléphone : 02.98.48.14.53","Fax : 02.98.48.15.53","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-ploudalmezeau/","48.531547","-4.658769"
"7","Point Vert Le Jardin PLESTIN LES GREVES","Avenue des Frères Le Gall","22310 PLESTIN LES GREVES","Téléphone : 02.96.35.62.01","Fax : 02.96.35.69.76","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-plestin-greves/","48.6652327","-3.623960000000011"
"7","Point Vert Le Jardin PLANCOËT","ZC de l'Arguenon","22130 PLANCOET","Téléphone : 02.96.80.47.50","Fax : 02.96.80.47.51","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-plancoet/","48.522853","-2.233326"
"7","Point Vert Le Jardin MATIGNON","Espace com. Les Promenandes","22550 MATIGNON","Téléphone : 02.96.41.02.17","Fax : 02.96.41.14.06","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-matignon/","48.597798486544995","-2.2869372367858887"
"7","Point Vert Le Jardin MALESTROIT","Rue E. Entremont","56140 MALESTROIT","Téléphone : 02.97.75.15.54","Fax : 02.97.75.26.27","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-malestroit/","47.808805","-2.370833"
"7","Point Vert le Jardin LOUDEAC","Bvd Penthièvre","22600 LOUDEAC","Téléphone : 02.96.66.86.46","Fax : 02.96.66.86.59","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-loudeac/","48.1880027","-2.756238499999995"
"7","Point Vert Le Jardin LOCMINE","Rue du Pont Person","56500 LOCMINE","Téléphone : 02.97.60.02.21","Fax : 02.97.46.70.67","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-locmine/","47.8880251","-2.832531700000004"
"7","Point Vert Le Jardin LE FAOU","Ty Névez Penanvoas","29460 HANVEC (LE FAOU)","Téléphone : 02.98.81.90.33","Fax : 02.98.81.90.97","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-faou/","48.30538809999999","-4.191712199999984"
"7","Point Vert Le Jardin LANVOLLON","Rue des Fontaines","22290 LANVOLLON","Téléphone : 02.96.70.23.99","Fax : 02.96.70.24.74","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-lanvollon/","48.63227639999999","-2.9813050000000203"
"7","Point Vert Le Jardin LANNILIS","La Gare","29870 LANNILIS","Téléphone : 02.98.04.06.36","Fax : 02.98.04.47.80","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-lannilis/","48.569398","-4.511689"
"7","Point Vert Le Jardin LAMBALLE","25, Av G. Clémenceau","22400 LAMBALLE","Téléphone : 02.96.31.35.53","Fax : 02.96.50.93.93","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-lamballe/","48.4617031","-2.5033665999999357"
"7","Point Vert Le Jardin HENNEBONT","Z.A. du Parco","56700 HENNEBONT","Téléphone : 02.97.89.47.20","Fax : 02.97.89.47.29","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-hennebont/","47.79276769911531","-3.26543927192688"
"7","Point Vert Le Jardin GUINGAMP","Rond Point  de Pont Ezer","22200 GUINGAMP","Téléphone : 02.96.40.68.40","Fax : 02.96.44.40.93","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-guingamp/","48.569202967128824","-3.1599050760269165"
"7","Point Vert Le Jardin GUER","Z.A. de la Dabonnière","56380 GUER","Téléphone : 02.97.22.03.57.","Fax : 02.97.22.06.71.","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-guer/","47.9110844","-2.1271573999999873"
"6","Point Vert PLOUBALAY","Rue du Colonel Pleven","22650 PLOUBALAY","Téléphone : 02.96.27.21.73","Fax : 02.96.27.33.32","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-ploubalay/","48.580468","-2.143006"
"6","Point Vert PLOUAGAT","Route de Quintin","22170 PLOUAGAT","Téléphone : 02.96.74.10.37","Fax : 02.96.79.51.00","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plouagat/","48.53422929999999","-2.9728731000000153"
"6","Point Vert PLOMODIERN","Rte de Ploven","29127 PLOMODIERN","Téléphone : 02.98.81.52.14","Fax : 02.98.81.27.63","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plomodiern/","48.1700066752264","-4.231023788452148"
"6","Point Vert PLOGONNEC","ZA de Peronic","29180 PLOGONNEC","Téléphone : 02.98.91.72.47","Fax : 02.98.51.82.46","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plogonnec/","48.07625104024314","-4.189363718032837"
"6","Point Vert PLOEUC / LIE","Rue des Ecoles","22150 PLOEUC / LIE","Téléphone : 02.96.42.11.83","Fax : 02.96.42.15.21","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-ploeuc-lie/","48.347022906286","-2.769284248352051"
"6","Point Vert PLEYBER CHRIST","La Gare","29410 PLEYBER CHRIST","Téléphone : 02.98.78.52.47","Fax : 02.98.78.57.32","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pleyber-christ/","48.508138","-3.882380000000012"
"6","Point Vert PLEYBEN","Zone Artisanale du Drevers","29190 PLEYBEN","Téléphone : 02.98.26.60.10","Fax : 02.98.26.70.09","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pleyben/","48.220827057138784","-3.9773619174957275"
"6","Point Vert PLEUDANIEL","Kerantour","22740 PLEUDANIEL","Téléphone : 02.96.22.91.03","Fax : 02.96.16.57.14","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-pleudaniel/","48.78073300000001","-3.1453950000000077"
"6","Point Vert PLESSALA","Rte de St Gouéno","22330 PLESSALA","Téléphone : 02.96.26.13.09","Fax : 02.96.26.19.05","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plessala/","48.274196","-2.613082"
"6","Point Vert PLAINTEL","Bourg","22940 PLAINTEL","Téléphone : 02.96.32.16.20","Fax : 02.96.32.06.78","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plaintel/","48.40794","-2.8177070000000413"
"6","Point Vert PLABENNEC","ZA Callac 2","29860 PLABENNEC","Téléphone : 02.98.40.41.48","Fax : 02.98.40.72.97","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-plabennec/","48.50977650000001","-4.4160167"
"6","Point Vert MERDRIGNAC","Av du Capitaine Legrand","22230 MERDRIGNAC","Téléphone : 02.96.28.41.42","Fax : 02.96.28.43.49","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-merdrignac/","48.18946183134749","-2.4002444744110107"
"6","Point Vert MAURON","Z.A. de Brocéliande","56430 MAURON","Téléphone : 02.97.22.61.71","Fax : 02.97.22.92.82","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-mauron/","48.07286028695832","-2.2818946838378906"
"7","Point Vert Le Jardin DOUARNENEZ","Rte de Kerhuel  ZI Ste Croix","29100 DOUARNENEZ","Téléphone : 02.98.92.01.16","Fax : 02.98.92.02.60","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-douarnenez/","48.086256","-4.316177"
"7","Point Vert Le Jardin CROZON","12 Bd Mendes France","29160 CROZON","Téléphone : 02.98.27.10.49","Fax : 02.98.27.23.58","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-crozon/","48.24966219999999","-4.471650199999999"
"7","Point Vert Le Jardin COMBOURG","ZAC Moulin Madame","35270 COMBOURG","Téléphone : 02.23.15.03.03","Fax : 02.99.73.38.49.","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-combourg/","48.41645889999999","-1.749057300000004"
"7","Point Vert Le Jardin CLEGUER PLOUAY","Kerchopine","56620 PLOUAY CLEGUER","Téléphone : 02.97.33.31.07","Fax : 02.97.33.19.72","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-cleguer-plouay/","47.887381","-3.33631390000005"
"7","Point Vert Le Jardin CARHAIX","ZA Pont Herbot Rte de Callac","29270 CARHAIX","Téléphone : 02.98.93.30.12","Fax : 02.98.93.00.59","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-carhaix/","48.27913750025522","-3.565782308578491"
"7","Point Vert Le Jardin CALLAC","Z.A. de Kerguiniou","22160 CALLAC","Téléphone : 02.96.45.51.68","Fax : 02.96.45.97.25","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-callac/","48.40741154521299","-3.4040558338165283"
"7","Point Vert Le Jardin BROONS","ZA Le Pilaga","22250 BROONS","Téléphone : 02.96.84.61.44","Fax : 02.96.84.70.74","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-broons/","48.31613104732067","-2.247873544692993"
"7","Point Vert Le Jardin BEGARD","La barrière Rouge","22140 BEGARD","Téléphone : 02.96.45.20.48","Fax : 02.96.45.32.70","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-begard/","48.624516301358135","-3.2993799448013306"
"7","Point Vert Le Jardin AURAY","Z.A. Porte Océane","56400 AURAY","Téléphone : 02.97.56.35.37","Fax : 02.97.56.25.55","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-jardin-auray/","47.666215","-2.982504"
"6","Point Vert LANVALLAY","Les Ormeaux","22100 LANVALLAY","Téléphone : 02.96.85.10.72","Fax : 02.96.85.30.62","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-lanvallay/","48.44562870292091","-2.0204544067382812"
"6","Point Vert LANMEUR","31 Rue La Madeleine","29620 LANMEUR","Téléphone : 02.98.67.51.35","Fax : 02.98.67.63.69","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-lanmeur/","48.6404427","-3.707988900000032"
"6","Point Vert SAINT GILLES","1 rue des aulnes","35590 Saint-Gilles","Téléphone : 02.99.64.12.21","Fax : 02.99.78.60.84","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-lhermitage/","48.155206","-1.8204279999999926"
"6","Point Vert JOSSELIN","Bellevue","56120 JOSSELIN","Téléphone : 02.97.22.23.59","Fax : 02.97.75.68.65","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-josselin/","47.96559953111912","-2.547304630279541"
"6","Point Vert HILLION","Bel Air","22120 HILLION","Téléphone : 02.96.72.60.41","Fax : 02.96.63.92.45","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-hillion/","48.485505","-2.656976"
"6","Point Vert GUEMENE / SCORFF","5, La Gare","56160 LOCMALO","Téléphone : 02.97.51.21.29","Fax : 02.97.39.37.15","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-guemene-scorff/","48.065447","-3.20589"
"6","Point Vert GOURIN","La Gare","56110 GOURIN","Téléphone : 02.97.23.40.46","Fax : 02.97.23.69.14","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-gourin/","48.141841036508346","-3.6027082800865173"
"6","Point Vert ELVEN","12 Avenue des Martyrs","56250 ELVEN","Téléphone : 02.97.53.51.87","Fax : 02.97.63.44.46","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-elven/","47.7367837","-2.5835270999999693"
"6","Point Vert DOL DE BRETAGNE","Rue Pierre Sémard","35120 DOL DE BRETAGNE","Téléphone : 02.99.48.07.40","Fax : 02.99.48.25.60","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-dol-de-bretagne/","48.5427097","-1.7492154000000255"
"6","Point Vert DAOULAS","1 Rue Jacques Dubois","29460 DAOULAS","Téléphone : 02.98.25.80.30","Fax : 02.98.25.90.69","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-daoulas/","48.3583868","-4.258951600000046"
"6","Point Vert CORLAY","Le Poteau","22320 CORLAY","Téléphone : 02.96.29.40.25","Fax : 02.96.29.90.14","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-corlay/","48.317944","-3.057477"
"6","Point Vert COATREVEN","Pont Losquet","22450 COATREVEN","Téléphone : 02.96.92.75.98","Fax : 02.96.92.74.31","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-coatreven/","48.7626183","-3.296530100000041"
"6","Point Vert CLEGUEREC","Z.I. Bann Er Lann","56480 CLEGUEREC","Téléphone : 02.97.38.11.84","Fax : 02.97.38.11.84","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-cleguerec/","48.127802","-3.055266999999958"
"","Point Vert CHATEAUNEUF","ZI de Kroas Lesneven","29520 CHATEAUNEUF","Téléphone : 02.98.81.70.21","Fax : 02.98.73.25.03","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-chateauneuf/","48.20277607418721","-3.8217535106506375"
"6","Point Vert BREHAN LOUDEAC","La Croix Blanche","56580 BREHAN LOUDEAC","Téléphone : 02.97.38.85.98","Fax : 02.97.38.88.75","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-brehan-loudeac/","48.059763","-2.697216"
"6","Point Vert BOURBRIAC","1, Rue de Tournemine","22390 BOURBRIAC","Téléphone : 02.96.43.40.47","Fax : 02.96.43.46.83","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-bourbriac/","48.478062","-3.1862724999999728"
"6","Point Vert BELLE ILE","Z.A. de Mérézelle LE PALAIS","56360 BELLE ILE","Téléphone : 02.97.31.83.00","Fax : 02.97.31.30.94","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-belle-ile/","47.3298212","-3.165894699999967"
"6","Point Vert BAUD","Z.A. de Kermestre","56150 BAUD","Téléphone : 02.97.51.05.94","Fax : 02.97.39.08.40.","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-baud/","47.8865665","-3.0139431999999715"
"6","Point Vert BANNALEC","ZAC de Moustoulgoat","29380 BANNALEC","Téléphone : 02.98.39.56.57","Fax : 02.98.35.40.60","https://www.triskalia.fr/nos-enseignes-et-magasins/point-vert-bannalec/","47.936528","-3.697836000000052"
"8","Magasin Vert ST MARTIN","Parc d'Activité du Launay","29600 ST MART.DES CHAMPS","Téléphone : 02.98.15.24.00","Fax : 02.98.88.47.29","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-st-martin/","48.57933925234736","-3.864411415496761"
"8","Magasin Vert QUIMPERLE","2, rue Albert Schweitzer","29300 QUIMPERLE","Téléphone : 02.98.96.18.24","Fax : 02.98.39.24.29","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-quimperle/","47.868417744900874","-3.583686826705957"
"","Magasin Vert QUIMPER","Z.I. de L'Hippodrome","29000 QUIMPER","Téléphone : 02.98.98.49.90.","Fax : 02.98.98.49.91","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-quimper/","47.996453618281826","-4.0785616636276245"
"8","Magasin Vert PONTIVY","Rue Colbert, ZI.de Signan","56300 PONTIVY","Téléphone : 02.97.25.27.05","Fax : 02.97.25.47.81","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-pontivy/","48.0422572","-2.960687099999973"
"8","Magasin Vert PONT L'ABBE","Rd Point Kerganet   Lieu dit  Le Hellen","29120 PONT L'ABBE","Téléphone : 02.98.87.21.22","Fax : 02.98.82.35.80","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-pont-labbe/","47.87006381768463","-4.239208552887021"
"8","Magasin Vert PLERIN","Esp. Com. du Chêne Vert","22190 PLERIN","Téléphone : 02.96.74.47.75","Fax : 02.96.74.73.93","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-plerin/","48.53371150342067","-2.753391186785848"
"8","Magasin Vert PAIMPOL","Rue Raymond Pellier","22500 PAIMPOL","Téléphone : 02.96.20.74.55","Fax : 02.96.20.88.21","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-paimpol/","48.7729629","-3.0398056000000224"
"8","Magasin Vert LESNEVEN","Bd des Frères Lumières","29260 LESNEVEN","Téléphone : 02.98.83.13.55","Fax : 02.98.83.31.05","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-lesneven/","48.57553000961465","-4.31570249465949"
"8","Magasin Vert LANNION RUSQUET","ZA du Rusquet Sud","22300 LANNION","Téléphone : 02.96.14.15.16.","Fax : 02.96.48.13.06","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-lannion-rusquet/","48.74984789999999","-3.45114030000002"
"8","Magasin Vert LANDIVISIAU","Kérivoal","29400 LANDIVISIAU","Téléphone : 02.98.68.11.49","Fax : 02.98.68.44.84","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-landivisiau/","48.51635250228703","-4.0531733502930365"
"8","Magasin Vert LANDERNEAU","Rue du Maréchal Leclerc","29800 LANDERNEAU","Téléphone : 02.98.85.18.15","Fax : 02.98.21.79.85","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-landerneau/","48.4625337","-4.268989000000033"
"8","Magasin Vert FOUESNANT","16 Toul An Ael, Rte Quimper - Centre Commercial Quai 29","29170 FOUESNANT","Téléphone : 02.98.56.01.99","Fax : 02.98.56.53.89","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-fouesnant/","47.8961441","-4.0171878999999535"
"8","Magasin Vert DINAN","Cap Rance Ouest   17, rue Bois Didais","22100 TADEN","Téléphone : 02.96.39.00.61","Fax : 02.96.27.54.67","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-dinan/","48.47578835539169","-2.045471041247538"
"8","Magasin Vert CONCARNEAU","9 rue Jacques Noël Sané","29900 CONCARNEAU","Téléphone : 02.98.50.54.55","Fax : 02.98.50.83.13","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-concarneau/","47.9025568","-3.9109657999999854"
"8","Magasin Vert BREST","Route du Conquet","29200 BREST","Téléphone : 02.98.05.04.75","Fax : 02.98.49.45.28","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-brest/","48.3797515","-4.540837900000042"
"8","Magasin Vert BETTON","ZAC de Pluvignon","35830 BETTON","Téléphone : 02.23.27.40.00","Fax : 02.23.27.40.01","https://www.triskalia.fr/nos-enseignes-et-magasins/magasin-vert-betton/","48.1623905","-1.6389421000000084"
"21","Cultivert QUIMPERLE","Kervidanou 1","29397 QUIMPERLE","Téléphone : 02.98.96.19.48","Fax : 02.98.96.09.92","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-quimperle/","47.864747","-3.5855000000000246"
"21","Cultivert QUIMPER","Z.I. de L'Hippodrome","29000 QUIMPER","Téléphone : 02.98.98.49.16","Fax : 02.98.98.49.18","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-quimper/","47.997667","-4.079207999999994"
"21","Cultivert PONTIVY","Rue Colbert, Z.I. du Signan","56300 PONTIVY","Téléphone : 02.97.25.38.07","Fax : 02.97.25.03.55","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-pontivy/","48.0422572","-2.960687099999973"
"21","Cultivert MUR DE BRETAGNE","Carrefour de Garla","22530 MUR DE BRETAGNE","Téléphone : 02.96.26.39.49","Fax : 02.96.26.39.48","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-mur-de-bretagne/","48.207241","-2.9927410000000236"
"21","Cultivert LANDERNEAU","Rue Jean Mermoz - ZI St Eloi","29260 PLOUDANIEL","Téléphone : 02.98.83.09.02","Fax : 02.98.83.03.81","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-landerneau/","48.479743","-4.28811799999994"
"21","Cultivert LAMBALLE","Rue de la Saudraie","22400 LAMBALLE","Téléphone : 02.96.50.01.38","Fax : 02.96.50.04.62","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-lamballe/","48.47814879999999","-2.4946884999999384"
"21","Cultivert GUINGAMP","11, route de Kerbost - ZI de Grâces ","22200 GUINGAMP","Téléphone : 02.56.14.11.10","Fax : 02.56.14.11.11","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-guingamp/","48.5474624","-3.1577151000000185"
"21","Cultivert COMBOURG","Avenue du Général de Gaulle","35270 COMBOURG","Téléphone : 02.99.73.03.57","Fax : 02.99.73.23.87","https://www.triskalia.fr/nos-enseignes-et-magasins/cultivert-combourg/","48.41307560000001","-1.7549756999999317"
"21","Cultivert CARHAIX","Rue de Callac","29270 CARHAIX","Téléphone : 02.98.93.72.00","Fax : 02.98.93.79.24","https://www.triskalia.fr/nos-enseignes-et-magasins/cv-carhaix/","48.2809076","-3.564942500000029"
